TimePeriodID,PopulationGroupTypeID,TripPurposeID,TripGenerationRatePerHour
0,LowIncVeh,leisure,0.000650230174697011
0,HighIncVeh,home,0.0129748052181098
0,LowIncVeh,home,0.0201943518766249
0,LowIncVehSenior,home,0.000604521751978557
0,HighIncVeh,work,0.000277321684108597
0,HighIncVeh,other,0.00142260298307013
0,HighIncVehSenior,home,0.0012691351480113
0,LowIncVeh,other,0.000308904765082298
0,HighIncVeh,leisure,0.000613320716378882
0,LowIncNoVeh,home,0.00292231031264042
1,LowIncVeh,home,0.00282749900278295
1,HighIncVeh,home,0.005593219550365129
1,LowIncVeh,leisure,0.00195018723829326
1,HighIncVeh,leisure,0.000650468129612362
1,LowIncNoVeh,home,0.0127454636033652
1,HighIncVeh,other,0.00044582725403836905
2,HighIncVeh,home,0.0026938489076503
2,LowIncVeh,home,0.0025532023237605397
2,HighIncVeh,leisure,0.00031755389023749905
2,HighIncVeh,work,0.000367935701763341
2,LowIncVeh,leisure,0.000650230174697011
3,LowIncVeh,home,0.0019413830997707699
3,HighIncVeh,work,0.000591050472473951
3,HighIncVeh,home,0.000817311394780022
4,HighIncVeh,leisure,0.0032607093399908897
4,HighIncVeh,work,0.00649139091299119
4,HighIncVeh,other,0.00135162881317549
4,LowIncVeh,work,0.0167488681660519
4,HighIncVehSenior,leisure,0.00586364615861933
4,LowIncVehSenior,leisure,0.0034688076826951
4,HighIncVeh,home,0.000519573678328413
4,LowIncVeh,leisure,0.0021760881029484302
4,LowIncVehSenior,medical,0.00325252348407541
4,HighIncVehSenior,work,0.009014523643330141
4,LowIncVeh,medical,0.00259641815877536
4,LowIncNoVeh,other,0.00604598937991009
4,HighIncVehSenior,other,0.00271557666944557
4,LowIncVeh,home,0.000650230174697011
5,HighIncVeh,school,0.00163310870789045
5,HighIncVeh,leisure,0.007044556093471621
5,HighIncVeh,work,0.0249740965054053
5,HighIncVehSenior,home,0.00329514039688818
5,LowIncNoVeh,home,0.0127605304236695
5,HighIncVehSenior,leisure,0.0042372592358678
5,LowIncVeh,work,0.0289566351928891
5,HighIncVeh,other,0.00231710474453962
5,LowIncVeh,school,0.00176946409015425
5,LowIncVeh,home,0.0051968564409704
5,HighIncVeh,home,0.00163939830899899
5,LowIncVeh,leisure,0.0036136376032565296
5,HighIncVehSenior,work,0.0148595675737451
5,HighIncVehSenior,other,0.00166853848256266
5,LowIncVehSenior,home,0.000794050560024943
5,LowIncNoVeh,leisure,0.0155616437368343
5,HighIncNoVeh,leisure,0.0204579926207817
5,LowIncVeh,other,0.00285864269395485
5,LowIncVehSenior,leisure,0.00305515675905841
5,LowIncNoVeh,work,0.0170144249226293
5,HighIncVeh,medical,0.00133153163218116
5,HighIncVehSenior,medical,0.0035169025968362897
5,HighIncVehSenior,school,0.00100938298963638
6,HighIncVeh,work,0.0555972482103744
6,HighIncVeh,school,0.0184081694140095
6,LowIncVeh,other,0.013822141050227001
6,LowIncVeh,home,0.00664263117439428
6,HighIncVeh,other,0.015283711256388
6,HighIncVehSenior,home,0.00665140132481509
6,HighIncVehSenior,work,0.0201298832676925
6,LowIncVeh,school,0.0109861606733315
6,HighIncVeh,leisure,0.0196592962234827
6,HighIncVehSenior,leisure,0.0234891324178054
6,HighIncVeh,home,0.0112438546843661
6,LowIncVeh,work,0.0282921400472472
6,LowIncVehSenior,school,0.0006989030088759991
6,HighIncVeh,medical,0.00147295881687544
6,LowIncVehSenior,leisure,0.009666220172700071
6,LowIncNoVehSenior,work,0.00848532744578279
6,LowIncVeh,medical,0.0017619707985796398
6,LowIncVehSenior,home,0.0197106400770356
6,LowIncNoVeh,other,0.00500757296516487
6,LowIncVeh,leisure,0.007734715012239371
6,LowIncNoVeh,home,0.0207670847622524
6,HighIncVehSenior,school,0.00192305315309499
6,HighIncNoVeh,work,0.0815598187082177
6,HighIncVehSenior,medical,0.0007794176645593941
6,HighIncVehSenior,other,0.0065716000185293295
6,LowIncNoVeh,work,0.00588034737626198
6,HighIncNoVehSenior,work,0.0321446223469541
6,LowIncNoVeh,leisure,0.0119883613265144
7,HighIncVeh,home,0.0281723111705569
7,HighIncVeh,work,0.0843687276500916
7,HighIncVeh,school,0.0729023861759501
7,HighIncVeh,leisure,0.0318610526764904
7,LowIncVeh,home,0.0190287888068211
7,HighIncVeh,other,0.0658079054815362
7,HighIncVehSenior,home,0.0236323443672015
7,LowIncNoVeh,home,0.0307198668536491
7,LowIncVeh,school,0.0855611833756476
7,LowIncVeh,other,0.0750008590790445
7,HighIncVehSenior,leisure,0.0331108636697186
7,LowIncVehSenior,leisure,0.0412195308799606
7,LowIncVeh,work,0.071056317997901
7,LowIncNoVeh,other,0.0768092644204768
