MicrotypeID,avg_thru_length
A_1,0.24854909465992273
A_2,0.24854909465992273
A_3,0.24854909465992273
A_4,0.24854909465992273
A_5,0.24854909465992273
A_6,0.24854909465992273
B_1,0.24854909465992273
B_2,0.24854909465992273
B_3,0.24854909465992273
B_4,0.24854909465992273
B_5,0.24854909465992273
B_6,0.24854909465992273
C_1,0.24854909465992273
C_2,0.24854909465992273
C_3,0.24854909465992273
C_4,0.24854909465992273
C_5,0.24854909465992273
C_6,0.24854909465992273
D_1,0.24854909465992273
D_2,0.24854909465992273
D_3,0.24854909465992273
D_4,0.24854909465992273
D_5,0.24854909465992273
D_6,0.24854909465992273
E_1,0.24854909465992273
E_2,0.24854909465992273
E_3,0.24854909465992273
E_4,0.24854909465992273
E_5,0.24854909465992273
E_6,0.24854909465992273
F_1,0.24854909465992273
F_2,0.24854909465992273
F_3,0.24854909465992273
F_4,0.24854909465992273
F_5,0.24854909465992273
F_6,0.24854909465992273
