TimePeriodID,PopulationGroupTypeID,TripPurposeID,TripGenerationRatePerHour
0,HighIncome,home,0.00796819548303429
0,LowIncome,home,0.0103985369197509
0,HighIncome,other,0.000791242389860529
0,LowIncome,work,0.000210894906695379
0,HighIncome,leisure,0.00119005140623407
0,LowIncome,leisure,0.00151963252413144
0,HighIncome,work,0.000235463301065026
0,LowIncome,other,0.000536254177652502
0,HighIncome,medical,2.94794151055378e-06
0,HighIncome,school,9.02769750760702e-06
0,LowIncome,school,1.83322084731059e-06
0,LowIncome,medical,1.09485443404478e-05
1,LowIncome,home,0.0049525228429697
1,HighIncome,home,0.0052466319024196
1,HighIncome,work,9.67113092535362e-05
1,LowIncome,other,0.000229453656326063
1,HighIncome,leisure,0.000865569997517486
1,LowIncome,leisure,0.00127010523846929
1,HighIncome,other,0.000552941373297272
1,LowIncome,work,6.97796892599468e-05
1,HighIncome,school,9.2657332795251e-07
2,LowIncome,home,0.00410490021262265
2,HighIncome,home,0.00204659670521877
2,LowIncome,other,8.73665805929392e-05
2,HighIncome,other,2.68880618990833e-05
2,HighIncome,leisure,0.000240066806135046
2,LowIncome,work,0.000100114064505148
2,LowIncome,leisure,0.000392669360148664
2,HighIncome,work,5.98241488244417e-05
2,HighIncome,school,3.12622862635714e-06
2,LowIncome,school,7.72525876430395e-05
2,LowIncome,medical,5.22754815469571e-06
3,HighIncome,home,0.00129219449358142
3,LowIncome,home,0.001610314456379
3,HighIncome,work,0.000136754769680537
3,LowIncome,work,9.20189905333376e-05
3,HighIncome,other,4.85820017238362e-06
3,LowIncome,leisure,0.000273766384356459
3,LowIncome,other,0.000305359409521801
3,HighIncome,leisure,0.000140350196370532
4,HighIncome,home,0.00150926606132518
4,HighIncome,leisure,0.00284570964308234
4,HighIncome,work,0.00940644946066044
4,LowIncome,leisure,0.00278560283929931
4,LowIncome,other,0.00128847966127853
4,LowIncome,work,0.0100393755491753
4,HighIncome,other,0.00117984299421814
4,LowIncome,home,0.00257337710834632
4,LowIncome,medical,0.000282703905570796
4,HighIncome,medical,0.000107581945476806
4,LowIncome,school,0.000416045141718411
4,HighIncome,school,3.45659975933937e-05
5,HighIncome,work,0.0289152095174578
5,HighIncome,other,0.00315592771392562
5,HighIncome,home,0.00424629611404073
5,HighIncome,leisure,0.0100341710476777
5,LowIncome,home,0.0037922844703857
5,LowIncome,work,0.02840942660075
5,LowIncome,other,0.00362648287297595
5,LowIncome,leisure,0.00556806137876493
5,LowIncome,medical,0.00054323706529099
5,LowIncome,school,0.00142035333090885
5,HighIncome,school,0.00128812913630446
5,HighIncome,medical,0.000524075467655598
6,HighIncome,work,0.0696618593345287
6,LowIncome,work,0.0475737571505351
6,LowIncome,school,0.0128268527805427
6,HighIncome,school,0.00989589488981841
6,HighIncome,leisure,0.0189959100005435
6,HighIncome,home,0.0132410104716162
6,LowIncome,other,0.0198295184380251
6,HighIncome,other,0.0139401488295799
6,LowIncome,home,0.0127112593742087
6,LowIncome,leisure,0.0142528628393089
6,LowIncome,medical,0.00305584708810728
6,HighIncome,medical,0.000842742525743858
7,HighIncome,work,0.114936638525808
7,HighIncome,leisure,0.0378041943261027
7,HighIncome,school,0.0583686516346428
7,LowIncome,leisure,0.0374592725556007
7,HighIncome,home,0.028355801618109
7,LowIncome,other,0.0507503829930965
7,HighIncome,other,0.0515606943317592
7,LowIncome,work,0.0696960531284398
7,LowIncome,medical,0.00517194540753079
7,HighIncome,medical,0.00305394183497129
7,LowIncome,school,0.0556860324965739
7,LowIncome,home,0.0310157284095274
8,HighIncome,work,0.0814454471124959
8,HighIncome,leisure,0.0629607804388155
8,HighIncome,other,0.0327548418439309
8,HighIncome,school,0.0357253909347166
8,LowIncome,medical,0.0091065565806218
8,LowIncome,leisure,0.0734251632147438
8,LowIncome,other,0.0293805913211698
8,LowIncome,work,0.0524576470999235
8,LowIncome,school,0.0335397949161711
8,HighIncome,home,0.0314245786665387
8,LowIncome,home,0.0359148010707801
8,HighIncome,medical,0.00463517923880932
9,LowIncome,leisure,0.105049253327056
9,HighIncome,leisure,0.0917294177413895
9,HighIncome,home,0.0376956887288827
9,LowIncome,home,0.0434736835169597
9,HighIncome,other,0.015848635152339
9,LowIncome,medical,0.0117898636070058
9,LowIncome,school,0.0241529364901348
9,HighIncome,work,0.039533415091586
9,HighIncome,school,0.0222927040231931
9,LowIncome,other,0.0193965424049018
9,LowIncome,work,0.0315798410751056
9,HighIncome,medical,0.00731685380242141
10,LowIncome,school,0.0185251899789143
10,HighIncome,leisure,0.12228710566993
10,HighIncome,work,0.0256679788924942
10,LowIncome,leisure,0.139683359926683
10,LowIncome,home,0.0607453157142982
10,HighIncome,home,0.0531467162392639
10,HighIncome,medical,0.0056175136537175
10,LowIncome,other,0.0164448145622981
10,HighIncome,other,0.0137714829725687
10,HighIncome,school,0.0158091024077697
10,LowIncome,medical,0.00813115369737688
10,LowIncome,work,0.0216065562192046
11,HighIncome,medical,0.00492576942040377
11,HighIncome,leisure,0.142472210212613
11,HighIncome,home,0.0709708100511125
11,LowIncome,leisure,0.148179897809136
11,HighIncome,work,0.0258836911367036
11,LowIncome,other,0.0169455809943876
11,LowIncome,home,0.0813150760190538
11,HighIncome,school,0.00613183944750272
11,HighIncome,other,0.0162965053649563
11,LowIncome,work,0.0202889730306493
11,LowIncome,medical,0.00704956552855272
11,LowIncome,school,0.00874559264524033
12,HighIncome,home,0.0795853647700257
12,LowIncome,leisure,0.144789573404615
12,HighIncome,leisure,0.143531165252898
12,HighIncome,work,0.0398908522440285
12,LowIncome,home,0.0925553338634825
12,HighIncome,other,0.0164522992107288
12,LowIncome,other,0.0172224268100257
12,LowIncome,work,0.0272963963013758
12,LowIncome,school,0.00794938522209551
12,LowIncome,medical,0.00658096871222987
12,HighIncome,medical,0.00383005227231254
12,HighIncome,school,0.00735006389174114
13,HighIncome,home,0.074105578806412
13,HighIncome,leisure,0.122836021894432
13,LowIncome,leisure,0.125874257150349
13,LowIncome,work,0.0263318628346443
13,HighIncome,work,0.0382290579626211
13,LowIncome,home,0.0881334603819207
13,HighIncome,other,0.0154600042234462
13,HighIncome,medical,0.00456272474686082
13,LowIncome,other,0.0199071625458066
13,HighIncome,school,0.00454748309509861
13,LowIncome,medical,0.00756887750736154
13,LowIncome,school,0.00719293078416774
14,HighIncome,home,0.0942581867430199
14,HighIncome,leisure,0.110677904899255
14,HighIncome,school,0.00426050474697825
14,HighIncome,work,0.0245571912127503
14,LowIncome,home,0.110119715633157
14,LowIncome,other,0.0332774109043741
14,LowIncome,leisure,0.127602040840012
14,HighIncome,medical,0.00477152569436611
14,HighIncome,other,0.0296082808365129
14,LowIncome,work,0.0215742333055246
14,LowIncome,medical,0.00707273514245712
14,LowIncome,school,0.00496133371274013
15,HighIncome,home,0.139476643151369
15,HighIncome,leisure,0.114394753473264
15,LowIncome,other,0.0348686285481237
15,LowIncome,home,0.144202785322047
15,LowIncome,leisure,0.11959758110775
15,LowIncome,work,0.0188656349735924
15,HighIncome,medical,0.00423598649466794
15,HighIncome,other,0.0348219229719014
15,HighIncome,work,0.0189168465499862
