ModesAllowed,SubnetworkID,Mode
Auto-Bike-Freight,120,bike
Auto-Bike-Freight,90,freight_single
Auto-Bike-Freight,120,freight_combo
Auto-Bike-Freight,120,freight_single
Auto-Bike-Freight,125,auto
Auto-Bike-Freight,125,bike
Auto-Bike-Freight,125,freight_combo
Auto-Bike-Freight,125,freight_single
Auto-Bike-Freight,130,auto
Auto-Bike-Freight,130,bike
Auto-Bike-Freight,130,freight_combo
Auto-Bike-Freight,130,freight_single
Auto-Bike-Freight,135,auto
Auto-Bike-Freight,135,bike
Auto-Bike-Freight,135,freight_combo
Auto-Bike-Freight,135,freight_single
Auto-Bike-Freight,120,auto
Auto-Bike-Freight,140,auto
Auto-Bike-Freight,115,freight_single
Auto-Bike-Freight,115,bike
Auto-Bike-Freight,95,freight_combo
Auto-Bike-Freight,95,freight_single
Auto-Bike-Freight,100,auto
Auto-Bike-Freight,100,bike
Auto-Bike-Freight,100,freight_combo
Auto-Bike-Freight,100,freight_single
Auto-Bike-Freight,105,auto
Auto-Bike-Freight,105,bike
Auto-Bike-Freight,105,freight_combo
Auto-Bike-Freight,105,freight_single
Auto-Bike-Freight,110,auto
Auto-Bike-Freight,110,bike
Auto-Bike-Freight,110,freight_combo
Auto-Bike-Freight,110,freight_single
Auto-Bike-Freight,115,auto
Auto-Bike-Freight,115,freight_combo
Auto-Bike-Freight,95,bike
Auto-Bike-Freight,140,bike
Auto-Bike-Freight,140,freight_single
Auto-Bike-Freight,140,freight_combo
Auto-Bike-Freight,90,auto
Auto-Bike-Freight,90,bike
Auto-Bike-Freight,90,freight_combo
Auto-Bike-Freight,95,auto
Auto-Bike-Freight,145,freight_combo
Auto-Bike-Freight,145,bike
Auto-Bike-Freight,145,auto
Auto-Bike-Freight,145,freight_single
Auto-Bus-Bike-Freight,60,bike
Auto-Bus-Bike-Freight,60,freight_combo
Auto-Bus-Bike-Freight,60,freight_single
Auto-Bus-Bike-Freight,65,auto
Auto-Bus-Bike-Freight,65,bus
Auto-Bus-Bike-Freight,65,bike
Auto-Bus-Bike-Freight,65,freight_combo
Auto-Bus-Bike-Freight,65,freight_single
Auto-Bus-Bike-Freight,70,auto
Auto-Bus-Bike-Freight,70,bus
Auto-Bus-Bike-Freight,70,bike
Auto-Bus-Bike-Freight,70,freight_combo
Auto-Bus-Bike-Freight,75,auto
Auto-Bus-Bike-Freight,75,bus
Auto-Bus-Bike-Freight,75,bike
Auto-Bus-Bike-Freight,75,freight_single
Auto-Bus-Bike-Freight,80,auto
Auto-Bus-Bike-Freight,80,bus
Auto-Bus-Bike-Freight,80,bike
Auto-Bus-Bike-Freight,80,freight_combo
Auto-Bus-Bike-Freight,80,freight_single
Auto-Bus-Bike-Freight,85,auto
Auto-Bus-Bike-Freight,85,bus
Auto-Bus-Bike-Freight,85,freight_combo
Auto-Bus-Bike-Freight,85,freight_single
Auto-Bus-Bike-Freight,70,freight_single
Auto-Bus-Bike-Freight,75,freight_combo
Auto-Bus-Bike-Freight,0,auto
Auto-Bus-Bike-Freight,150,auto
Auto-Bus-Bike-Freight,175,freight_single
Auto-Bus-Bike-Freight,175,freight_combo
Auto-Bus-Bike-Freight,175,bike
Auto-Bus-Bike-Freight,175,bus
Auto-Bus-Bike-Freight,175,auto
Auto-Bus-Bike-Freight,170,freight_single
Auto-Bus-Bike-Freight,170,freight_combo
Auto-Bus-Bike-Freight,170,bike
Auto-Bus-Bike-Freight,170,bus
Auto-Bus-Bike-Freight,170,auto
Auto-Bus-Bike-Freight,165,freight_single
Auto-Bus-Bike-Freight,165,freight_combo
Auto-Bus-Bike-Freight,165,bike
Auto-Bus-Bike-Freight,165,bus
Auto-Bus-Bike-Freight,165,auto
Auto-Bus-Bike-Freight,160,freight_single
Auto-Bus-Bike-Freight,160,freight_combo
Auto-Bus-Bike-Freight,160,bike
Auto-Bus-Bike-Freight,160,bus
Auto-Bus-Bike-Freight,160,auto
Auto-Bus-Bike-Freight,155,freight_single
Auto-Bus-Bike-Freight,155,freight_combo
Auto-Bus-Bike-Freight,155,bike
Auto-Bus-Bike-Freight,155,bus
Auto-Bus-Bike-Freight,155,auto
Auto-Bus-Bike-Freight,150,freight_single
Auto-Bus-Bike-Freight,150,freight_combo
Auto-Bus-Bike-Freight,150,bike
Auto-Bus-Bike-Freight,150,bus
Auto-Bus-Bike-Freight,60,bus
Auto-Bus-Bike-Freight,60,auto
Auto-Bus-Bike-Freight,85,bike
Auto-Bus-Bike-Freight,30,auto
Auto-Bus-Bike-Freight,15,bike
Auto-Bus-Bike-Freight,15,freight_combo
Auto-Bus-Bike-Freight,45,freight_single
Auto-Bus-Bike-Freight,45,freight_combo
Auto-Bus-Bike-Freight,35,bike
Auto-Bus-Bike-Freight,15,freight_single
Auto-Bus-Bike-Freight,45,bus
Auto-Bus-Bike-Freight,45,auto
Auto-Bus-Bike-Freight,20,auto
Auto-Bus-Bike-Freight,20,bus
Auto-Bus-Bike-Freight,20,bike
Auto-Bus-Bike-Freight,20,freight_combo
Auto-Bus-Bike-Freight,20,freight_single
Auto-Bus-Bike-Freight,25,auto
Auto-Bus-Bike-Freight,15,bus
Auto-Bus-Bike-Freight,40,freight_single
Auto-Bus-Bike-Freight,25,bus
Auto-Bus-Bike-Freight,25,bike
Auto-Bus-Bike-Freight,25,freight_combo
Auto-Bus-Bike-Freight,40,bike
Auto-Bus-Bike-Freight,40,bus
Auto-Bus-Bike-Freight,40,auto
Auto-Bus-Bike-Freight,25,freight_single
Auto-Bus-Bike-Freight,30,bus
Auto-Bus-Bike-Freight,30,bike
Auto-Bus-Bike-Freight,30,freight_combo
Auto-Bus-Bike-Freight,30,freight_single
Auto-Bus-Bike-Freight,35,freight_single
Auto-Bus-Bike-Freight,35,auto
Auto-Bus-Bike-Freight,35,freight_combo
Auto-Bus-Bike-Freight,40,freight_combo
Auto-Bus-Bike-Freight,15,auto
Auto-Bus-Bike-Freight,45,bike
Auto-Bus-Bike-Freight,5,bike
Auto-Bus-Bike-Freight,0,bus
Auto-Bus-Bike-Freight,0,bike
Auto-Bus-Bike-Freight,55,freight_single
Auto-Bus-Bike-Freight,0,freight_combo
Auto-Bus-Bike-Freight,0,freight_single
Auto-Bus-Bike-Freight,55,freight_combo
Auto-Bus-Bike-Freight,55,bike
Auto-Bus-Bike-Freight,55,bus
Auto-Bus-Bike-Freight,55,auto
Auto-Bus-Bike-Freight,5,auto
Auto-Bus-Bike-Freight,5,bus
Auto-Bus-Bike-Freight,5,freight_combo
Auto-Bus-Bike-Freight,5,freight_single
Auto-Bus-Bike-Freight,35,bus
Auto-Bus-Bike-Freight,50,auto
Auto-Bus-Bike-Freight,10,freight_single
Auto-Bus-Bike-Freight,10,freight_combo
Auto-Bus-Bike-Freight,50,freight_combo
Auto-Bus-Bike-Freight,10,auto
Auto-Bus-Bike-Freight,50,bike
Auto-Bus-Bike-Freight,50,freight_single
Auto-Bus-Bike-Freight,50,bus
Auto-Bus-Bike-Freight,10,bus
Auto-Bus-Bike-Freight,10,bike
Bike,3,bike
Bike,173,bike
Bike,138,bike
Bike,33,bike
Bike,108,bike
Bike,113,bike
Bike,118,bike
Bike,148,bike
Bike,123,bike
Bike,158,bike
Bike,18,bike
Bike,143,bike
Bike,128,bike
Bike,168,bike
Bike,153,bike
Bike,23,bike
Bike,133,bike
Bike,163,bike
Bike,8,bike
Bike,28,bike
Bike,13,bike
Bike,58,bike
Bike,83,bike
Bike,53,bike
Bike,68,bike
Bike,73,bike
Bike,98,bike
Bike,88,bike
Bike,38,bike
Bike,48,bike
Bike,63,bike
Bike,93,bike
Bike,178,bike
Bike,103,bike
Bike,78,bike
Bike,43,bike
Bus,77,bus
Bus,17,bus
Bus,127,bus
Bus,92,bus
Bus,162,bus
Bus,72,bus
Bus,47,bus
Bus,132,bus
Bus,157,bus
Bus,22,bus
Bus,142,bus
Bus,82,bus
Bus,152,bus
Bus,137,bus
Bus,12,bus
Bus,42,bus
Bus,87,bus
Bus,52,bus
Bus,7,bus
Bus,107,bus
Bus,177,bus
Bus,57,bus
Bus,102,bus
Bus,32,bus
Bus,62,bus
Bus,112,bus
Bus,172,bus
Bus,2,bus
Bus,117,bus
Bus,37,bus
Bus,97,bus
Bus,122,bus
Bus,167,bus
Bus,27,bus
Bus,67,bus
Bus,147,bus
Rail,159,rail
Rail,154,rail
Rail,164,rail
Rail,174,rail
Rail,54,rail
Rail,64,rail
Rail,14,rail
Rail,9,rail
Rail,4,rail
Rail,79,rail
Rail,49,rail
Rail,69,rail
Rail,149,rail
Rail,169,rail
Rail,74,rail
Rail,179,rail
Rail,114,rail
Rail,24,rail
Rail,119,rail
Rail,89,rail
Rail,134,rail
Rail,124,rail
Rail,129,rail
Rail,59,rail
Rail,94,rail
Rail,139,rail
Rail,39,rail
Rail,19,rail
Rail,29,rail
Rail,34,rail
Rail,84,rail
Rail,144,rail
Rail,104,rail
Rail,109,rail
Rail,44,rail
Rail,99,rail
Walk,116,walk
Walk,66,walk
Walk,121,walk
Walk,81,walk
Walk,171,walk
Walk,101,walk
Walk,111,walk
Walk,1,walk
Walk,31,walk
Walk,61,walk
Walk,56,walk
Walk,176,walk
Walk,36,walk
Walk,166,walk
Walk,126,walk
Walk,26,walk
Walk,16,walk
Walk,46,walk
Walk,141,walk
Walk,151,walk
Walk,76,walk
Walk,86,walk
Walk,11,walk
Walk,136,walk
Walk,96,walk
Walk,21,walk
Walk,131,walk
Walk,41,walk
Walk,71,walk
Walk,91,walk
Walk,51,walk
Walk,161,walk
Walk,146,walk
Walk,6,walk
Walk,156,walk
Walk,106,walk
