TripPurposeID,OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,Portion
home,A_1,A_1,short,0.475041171842042
home,B_6,B_1,xlong,0.862758721908965
home,B_6,A_5,xlong,1.0
home,B_6,A_4,xlong,1.0
home,B_6,A_1,xlong,1.0
home,B_5,F_5,xlong,0.507986839080831
home,B_5,F_5,long,0.492013160919169
home,B_5,F_3,xlong,1.0
home,B_5,F_2,xlong,1.0
home,B_6,B_1,medium,0.129128964909487
home,B_5,E_5,xlong,1.0
home,B_5,E_2,xlong,1.0
home,B_5,D_6,xlong,1.0
home,B_5,D_5,xlong,1.0
home,B_5,D_2,xlong,1.0
home,B_5,C_6,xlong,1.0
home,B_5,C_5,long,0.376442525089253
home,B_5,C_5,xlong,0.623557474910747
home,B_5,C_4,xlong,1.0
home,B_5,E_3,xlong,1.0
home,B_5,C_3,xlong,1.0
home,B_6,B_1,long,0.0081123131815481
home,B_6,B_2,long,0.402858305226435
home,B_6,C_5,xlong,1.0
home,B_6,C_3,xlong,1.0
home,B_6,C_2,xlong,1.0
home,B_6,B_6,short,0.463139762463073
home,B_6,B_6,long,0.176103665397556
home,B_6,B_6,medium,0.182054126404861
home,B_6,B_5,long,0.277396188860973
home,B_6,B_5,short,0.0220065924710824
home,B_6,B_2,xlong,0.376228290850904
home,B_6,B_5,medium,0.0634091205710876
home,B_6,B_4,long,0.0498270423985057
home,B_6,B_4,xlong,0.950172957601494
home,B_6,B_3,short,0.0194793974491951
home,B_6,B_3,medium,0.207418441150713
home,B_6,B_3,xlong,0.353695791863971
home,B_6,B_3,long,0.419406369536121
home,B_6,B_2,short,0.0489028737720565
home,B_6,B_2,medium,0.172010530150605
home,B_6,B_5,xlong,0.637188098096857
home,B_5,C_2,xlong,1.0
home,B_5,B_6,short,0.0091979236896743
home,B_5,B_6,medium,0.0596998549007904
home,B_5,A_5,xlong,0.882307835042859
home,B_5,A_4,xlong,1.0
home,B_5,A_3,long,0.73879242024651
home,B_5,A_3,xlong,0.26120757975349
home,B_5,A_2,xlong,1.0
home,B_5,A_1,xlong,1.0
home,B_4,F_5,medium,1.0
home,B_4,E_3,long,0.849603996833614
home,B_5,A_5,long,0.117692164957142
home,B_4,E_3,xlong,0.150396003166386
home,B_4,B_6,long,0.0729076623570731
home,B_4,B_6,xlong,0.811629989420681
home,B_4,B_6,medium,0.115462348222246
home,B_4,B_5,short,0.066648501305758
home,B_4,B_5,long,0.0826724866228238
home,B_4,B_5,medium,0.138119656772633
home,B_4,B_5,xlong,0.712559355298786
home,B_4,B_4,xlong,0.0138732912903679
home,B_4,C_5,xlong,1.0
home,B_5,B_1,xlong,0.366197155106502
home,B_5,B_1,medium,0.369245648917285
home,B_5,B_1,long,0.178956471806787
home,B_5,B_6,long,0.520335031398286
home,B_5,B_6,xlong,0.41076719001125
home,B_5,B_5,long,0.187091727007188
home,B_5,B_5,medium,0.24945629653211
home,B_5,B_5,short,0.443068286546665
home,B_5,B_5,xlong,0.120383689914037
home,B_5,B_4,short,0.0141192376981647
home,B_5,B_4,medium,0.254279761945705
home,B_5,B_4,long,0.507606087919911
home,B_5,B_4,xlong,0.223994912436219
home,B_5,B_3,short,0.0616988516819825
home,B_5,B_3,long,0.375832602824882
home,B_5,B_3,xlong,0.400417633329202
home,B_5,B_3,medium,0.162050912163933
home,B_5,B_2,short,0.10103694125196
home,B_5,B_2,medium,0.242510227800619
home,B_5,B_2,xlong,0.370554098138689
home,B_5,B_2,long,0.285898732808732
home,B_5,B_1,short,0.0856007241694266
home,B_6,C_6,xlong,1.0
home,B_6,D_2,xlong,1.0
home,B_6,D_6,xlong,0.0998597377481436
home,B_6,D_6,long,0.900140262251856
home,C_3,A_3,xlong,1.0
home,C_3,A_2,xlong,1.0
home,C_2,F_5,long,0.695803201429948
home,C_2,F_5,xlong,0.304196798570052
home,C_2,F_2,medium,0.991946524557422
home,C_2,F_2,xlong,0.008053475442578
home,C_2,E_5,xlong,1.0
home,C_2,E_2,xlong,1.0
home,C_3,A_5,xlong,1.0
home,C_2,D_6,xlong,1.0
home,C_2,C_6,xlong,0.56811227770482
home,C_2,C_6,short,0.0203715044341699
home,C_2,C_6,long,0.298113825758298
home,C_2,C_5,long,0.299760531545724
home,C_2,C_5,medium,0.272345396516857
home,C_2,C_5,short,0.107844585468039
home,C_2,C_5,xlong,0.32004948646938
home,C_2,C_4,short,0.0668647807822519
home,C_2,C_6,medium,0.113402392102713
home,C_3,B_1,xlong,1.0
home,C_3,B_2,xlong,0.383205443691702
home,C_3,B_2,long,0.616794556308298
home,C_3,C_6,xlong,0.654788431222751
home,C_3,C_5,short,0.0159098879603622
home,C_3,C_5,long,0.384510385600508
home,C_3,C_5,xlong,0.375186066796967
home,C_3,C_5,medium,0.224393659642163
home,C_3,C_4,long,0.061819769537563
home,C_3,C_4,xlong,0.938180230462437
home,C_3,C_3,xlong,0.135073944664052
home,C_3,C_3,medium,0.252699016006162
home,C_3,C_3,short,0.449789675910448
home,C_3,C_3,long,0.162437363419338
home,C_3,C_2,long,0.357377050064153
home,C_3,C_2,short,0.0365369278901199
home,C_3,C_2,medium,0.341992904823572
home,C_3,C_2,xlong,0.264093117222155
home,C_3,C_1,long,1.0
home,C_3,B_6,xlong,1.0
home,C_3,B_5,xlong,1.0
home,C_3,B_3,xlong,1.0
home,C_2,C_4,medium,0.416750921479113
home,B_4,B_4,medium,0.213704051568878
home,C_2,C_4,xlong,0.218424360688123
home,C_2,C_3,medium,0.34408694845407
home,C_1,C_5,xlong,0.200634362886684
home,C_1,C_5,short,0.042612241611473
home,C_1,C_5,medium,0.519567034104094
home,C_1,C_5,long,0.23718636139775
home,C_1,C_3,xlong,0.280323302125128
home,C_1,C_3,long,0.719676697874873
home,C_1,C_2,xlong,0.21543024039603
home,C_1,C_2,short,0.217179501709979
home,C_1,C_6,xlong,0.577157424279168
home,C_1,C_2,long,0.246054864702165
home,C_1,C_1,short,0.752778988135329
home,C_1,C_1,medium,0.247221011864671
home,C_1,B_5,xlong,1.0
home,C_1,B_2,xlong,1.0
home,B_6,F_6,xlong,1.0
home,B_6,F_5,long,0.355493636958795
home,B_6,F_5,xlong,0.644506363041205
home,B_6,F_2,xlong,1.0
home,C_1,C_2,medium,0.321335393191826
home,C_1,C_6,long,0.422842575720832
home,C_1,F_2,xlong,1.0
home,C_2,A_1,xlong,1.0
home,C_2,C_3,short,0.0586267217466649
home,C_2,C_3,long,0.459808850257394
home,C_2,C_3,xlong,0.137477479541871
home,C_2,C_2,xlong,0.0678095131842787
home,C_2,C_2,short,0.479952351073812
home,C_2,C_2,long,0.200960820860944
home,C_2,C_2,medium,0.251277314880966
home,C_2,C_1,xlong,0.0061468793635081
home,C_2,C_1,long,0.364772236676966
home,C_2,C_1,short,0.392141515419774
home,C_2,C_1,medium,0.236939368539751
home,C_2,B_6,xlong,1.0
home,C_2,B_5,xlong,1.0
home,C_2,B_3,xlong,1.0
home,C_2,B_2,xlong,1.0
home,C_2,B_1,xlong,1.0
home,C_2,A_5,xlong,1.0
home,C_2,A_3,xlong,1.0
home,C_2,A_2,xlong,1.0
home,C_2,C_4,long,0.297959937050512
home,B_4,B_4,short,0.590215869658848
home,B_4,B_4,long,0.182206787481906
home,B_4,B_3,xlong,0.176506530753508
home,B_1,B_5,xlong,0.587697415931438
home,B_1,B_4,xlong,0.289072549650144
home,B_1,B_4,short,0.0191560200878573
home,B_1,B_4,long,0.446190773664579
