TripPurposeID,OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,Portion
home,A_1,A_1,short,0.475041171842042
home,A_3,B_2,xlong,1.0
home,A_3,B_1,xlong,1.0
home,B_3,B_3,medium,0.228340090358617
home,B_3,B_3,xlong,0.13213539716353
home,B_3,B_3,short,0.506014589894412
home,B_3,B_3,long,0.133509922583441
home,B_3,B_4,medium,0.18824401277587
home,A_3,A_5,short,0.0982518709025265
home,A_3,A_5,medium,0.148925812051501
home,A_3,A_5,long,0.309361959422372
home,A_3,A_5,xlong,0.4434603576236
home,B_3,B_4,xlong,0.296267413611051
home,B_3,B_4,long,0.448816772362209
home,B_3,B_4,short,0.0666718012508697
home,B_3,B_5,xlong,0.461571121621972
home,B_3,B_5,medium,0.154056074434378
home,B_3,B_5,long,0.314685119120841
home,A_3,A_4,medium,0.142783088906011
home,A_3,A_4,long,0.435844530923045
home,A_3,A_4,xlong,0.298537752290591
home,B_3,B_5,short,0.0696876848228104
home,B_3,B_6,xlong,0.60571591353562
home,B_3,B_6,long,0.157060306480711
home,A_3,B_3,xlong,1.0
home,B_3,B_2,medium,0.26409387281492
home,A_3,B_4,xlong,1.0
home,B_3,B_2,short,0.112120526197031
home,A_4,A_3,xlong,0.32246681465598
home,B_2,B_6,short,0.0583267608321805
home,B_3,A_1,xlong,1.0
home,B_3,A_2,xlong,1.0
home,B_3,A_3,xlong,1.0
home,A_4,A_2,short,0.246138721455282
home,A_4,A_2,long,0.175345894408176
home,A_4,A_2,medium,0.304714318683082
home,A_4,A_2,xlong,0.27380106545346
home,B_3,A_5,xlong,1.0
home,B_3,B_1,medium,0.316666659422681
home,B_3,B_6,medium,0.140360975448319
home,B_3,B_1,short,0.188693376446058
home,B_3,B_1,xlong,0.168183081009156
home,A_4,A_1,short,0.0296859105795741
home,A_4,A_1,long,0.300071323107622
home,A_4,A_1,medium,0.25347532616293
home,A_4,A_1,xlong,0.416767440149873
home,A_3,B_6,xlong,1.0
home,B_3,B_2,xlong,0.279668550919027
home,B_3,B_2,long,0.344117050069022
home,A_3,B_5,long,0.0018063602863519
home,A_3,B_5,medium,0.0283628411542259
home,A_3,B_5,xlong,0.969830798559422
home,B_3,B_1,long,0.326456883122105
home,B_3,B_6,short,0.0968628045353504
home,A_3,A_3,xlong,0.210189023132197
home,A_3,A_3,medium,0.193608902920836
home,A_2,B_3,xlong,1.0
home,B_4,B_4,short,0.590215869658848
home,B_4,B_4,medium,0.213704051568878
home,B_4,B_4,xlong,0.0138732912903679
home,A_2,B_2,xlong,1.0
home,A_2,B_1,xlong,1.0
home,A_2,A_6,xlong,0.744903641308054
home,A_2,A_6,long,0.255096358691946
home,B_4,B_5,xlong,0.712559355298786
home,B_4,B_5,medium,0.138119656772633
home,B_4,B_5,long,0.0826724866228238
home,B_4,B_4,long,0.182206787481906
home,B_4,B_5,short,0.066648501305758
home,B_4,B_6,xlong,0.811629989420681
home,B_4,B_6,long,0.0729076623570731
home,B_5,A_1,xlong,1.0
home,A_2,A_5,short,0.152962829556806
home,A_2,A_5,medium,0.236951804599602
home,A_2,A_5,long,0.3078077639408
home,A_2,A_5,xlong,0.302277601902792
home,B_5,A_2,xlong,1.0
home,B_5,A_3,xlong,0.26120757975349
home,B_5,A_3,long,0.73879242024651
home,B_5,A_4,xlong,1.0
home,B_4,B_6,medium,0.115462348222246
home,A_4,A_3,long,0.352859029362454
home,A_2,B_4,xlong,1.0
home,B_4,B_3,xlong,0.176506530753508
home,A_3,A_3,short,0.371029773172429
home,A_3,A_3,long,0.225172300774538
home,B_4,A_2,xlong,1.0
home,B_4,A_3,xlong,1.0
home,B_4,B_1,long,0.386969148042934
home,B_4,B_1,xlong,0.35988255073462
home,B_4,B_1,medium,0.0803637795312944
home,B_4,B_1,short,0.172784521691151
home,A_3,A_2,xlong,0.338762158638668
home,A_3,A_2,medium,0.218728658695336
home,A_3,A_2,long,0.339958374556531
home,A_2,B_5,xlong,1.0
home,A_3,A_2,short,0.102550808109466
home,B_4,B_2,medium,0.320691483948204
home,B_4,B_2,short,0.177472141178326
home,B_4,B_2,xlong,0.320704046387461
home,B_4,B_3,medium,0.0275575228433165
home,B_4,B_3,long,0.363300301950896
home,A_3,A_1,xlong,0.365198757365769
home,A_3,A_1,medium,0.204958137408886
home,A_3,A_1,short,0.143432389356618
home,A_3,A_1,long,0.286410715868728
home,B_4,B_3,short,0.43263564445228
home,A_2,B_6,xlong,1.0
home,B_4,B_2,long,0.181132328486008
home,B_5,A_5,xlong,0.882307835042859
home,A_4,A_3,medium,0.254023435939724
home,B_2,B_6,medium,0.220284052956836
home,A_5,B_3,xlong,1.0
home,A_5,B_2,xlong,1.0
home,A_5,B_1,xlong,1.0
home,A_5,A_6,long,0.011542732121429
home,A_5,A_6,xlong,0.988457267878571
home,B_1,B_3,xlong,0.223324498955354
home,B_1,B_3,medium,0.243685420852036
home,B_1,B_3,long,0.389618794598825
home,B_1,B_3,short,0.143371285593785
home,B_1,B_4,medium,0.24558065659742
home,B_1,B_4,long,0.446190773664579
home,B_1,B_4,short,0.0191560200878573
home,B_1,B_4,xlong,0.289072549650144
home,A_5,A_5,xlong,0.116711904435939
home,A_5,A_5,medium,0.288289271119522
home,A_5,A_5,long,0.201775683318414
home,A_5,A_5,short,0.393223141126125
home,B_1,B_5,xlong,0.587697415931438
home,B_1,B_5,long,0.252831976184952
home,B_1,B_5,medium,0.140431253173295
home,B_1,B_5,short,0.0190393547103148
home,A_5,A_4,short,0.0953275230920961
home,A_5,A_4,xlong,0.294877505124426
home,B_1,B_2,short,0.173507804416048
home,A_5,B_4,xlong,1.0
