OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,A_1,B_1,A_2,B_2,A_3,B_3,A_4,B_4,A_5,B_5,A_6,B_6
B_1,A_6,xlong,B_1,0.0,0.0,0.0,0.333333333333333,0.0,0.333333333333333,0.0,0.0,0.0,0.333333333333333,0.0,0.0
B_1,A_6,xlong,B_2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
B_1,A_6,xlong,A_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
B_1,A_6,xlong,B_5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25
B_1,A_6,xlong,B_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B_1,B_1,long,B_1,0.0,0.0952619640989528,0.0,0.508134744827537,0.0,0.358089425370345,0.0,0.0,0.0,0.0365758717213826,0.0,0.0
B_1,B_1,long,B_2,0.0,0.564079789038598,0.0,0.0,0.0,0.418509069948637,0.0,0.0,0.0,0.0174111410127651,0.0,0.0
B_1,B_1,long,B_3,0.0,0.672546722820597,0.0,0.269211574781399,0.0,0.0036923725730803,0.0,0.0,0.0,0.0545493298249238,0.0,0.0
B_1,B_1,long,B_5,0.0,0.143134036108684,0.0,0.278388717469737,0.0,0.578477246421579,0.0,0.0,0.0,0.0,0.0,0.0
B_1,B_1,medium,B_1,0.0,0.0995669327558759,0.0,0.598449334186717,0.0,0.198184736749467,0.0,0.0,0.0,0.0873660176303807,0.0,0.0
B_1,B_1,medium,B_2,0.0,0.620368754956582,0.0,0.0,0.0,0.276384943216611,0.0,0.0,0.0,0.103246301826807,0.0,0.0
B_1,A_6,xlong,B_3,0.0,0.333333333333333,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0
B_1,B_1,medium,B_3,0.0,0.865378450718099,0.0,0.134621549281901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_3,short,B_5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_4,long,B_2,0.0,0.142795764469521,0.0,0.0073115550782478,0.0,0.27076324898388,0.0,0.366473943815479,0.0,0.212655487652873,0.0,0.0
B_2,B_4,long,B_1,0.0,0.0,0.0,0.0724614738631418,0.0,0.134537345189272,0.0,0.371872195977434,0.0,0.421128984970152,0.0,0.0
B_2,B_3,xlong,B_6,0.0,0.0532375162391036,0.0,0.0766561928231284,0.0,0.633780316044882,0.0,0.0,0.0,0.235344324303276,0.0,0.0
B_2,B_3,xlong,B_5,0.0,0.0598082129395441,0.0,0.169505178720665,0.0,0.6497132617189,0.0,0.0453666214454236,0.0,0.0227754346891938,0.0,0.0526491097348274
B_2,B_3,xlong,B_1,0.0,0.0154709390503904,0.0,0.301752088035417,0.0,0.515258493436595,0.0,0.0840795009400793,0.0,0.0766397268894257,0.0,0.0067992516480927
B_2,B_3,xlong,B_3,0.0,0.0939075836116679,0.0,0.322101138759359,0.0,0.295316021668661,0.0,0.0283896330551905,0.0,0.139281943841709,0.0,0.118790127734629
B_2,B_3,xlong,B_2,0.0,0.0801873118354152,0.0,0.131778943621667,0.0,0.509883229521951,0.0,0.0313849035783862,0.0,0.20705140064232,0.0,0.0397142108002612
B_2,B_4,long,B_3,0.0,0.034136908420833,0.0,0.22954239659307,0.0,0.0,0.0,0.497288951526571,0.0,0.239031743459527,0.0,0.0
B_2,B_3,xlong,B_4,0.0,0.0,0.0,0.379212472226166,0.0,0.571793451998415,0.0,0.0,0.0,0.0435398784312414,0.0,0.005454197344178
B_2,B_4,long,B_4,0.0,0.457386557566449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17934111120707,0.0,0.0
B_2,B_4,short,B_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_4,long,B_6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_4,medium,B_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B_2,B_4,medium,B_2,0.0,0.199059012015623,0.0,0.0611791977956303,0.0,0.0679860898329183,0.0,0.657055777353921,0.0,0.014719923001908,0.0,0.0
B_2,B_4,medium,B_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535877771716989,0.0,0.464122228283011,0.0,0.0
B_2,B_4,medium,B_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_4,medium,B_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B_2,B_4,short,B_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B_2,B_4,short,B_2,0.0,0.252424650064889,0.0,0.0,0.0,0.0,0.0,0.74628394551239,0.0,0.0012914044227218,0.0,0.0
B_2,B_4,short,B_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B_2,B_3,short,B_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_4,long,B_5,0.0,0.18928858776066,0.0,0.019897282741251,0.0,0.0411884436892509,0.0,0.610334124343384,0.0,0.0385550974032673,0.0,0.100736464062187
B_2,B_3,short,B_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_2,xlong,A_4,0.0,0.0,0.44660064232151,0.0,0.305944532660437,0.0,0.0,0.0,0.172615884083501,0.0,0.074838940934552,0.0
B_2,B_3,short,B_1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_4,xlong,A_2,0.0,0.0,0.333333333333333,0.0,0.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_2,xlong,A_3,0.138541661608855,0.0,0.162421793823359,0.0,0.33880260346691,0.138541661608855,0.1239842244932,0.0,0.0645579849861326,0.0,0.0,0.0
B_2,B_2,xlong,A_5,0.0,0.0,0.0135066050899391,0.0049550189444508,0.0049550189444508,0.0,0.0361219171661216,0.0,0.0,0.478572747926702,0.461888691928335,0.0
B_2,B_2,xlong,A_6,0.0,0.0,0.0,0.0,0.0,0.0,0.109889611234369,0.0,0.890110388765631,0.0,0.0,0.0
B_2,B_2,xlong,B_1,0.0,0.0022472111428093,0.0,0.487463992696654,0.0,0.421446326176175,0.0,0.0389048527011396,0.0,0.0416289187109108,0.0,0.008308698572311
B_2,B_2,xlong,B_2,0.0,0.113946056245587,0.0,0.125324725455464,0.0,0.48729396089458,0.0,0.0321052086071535,0.0,0.216990253766726,0.0,0.0228490339357976
B_2,B_2,xlong,B_3,0.0,0.122739739874038,0.0,0.485393009193819,0.0,0.150755598317241,0.0,0.0340085495014369,2.90123433132486e-05,0.123311911823244,0.0,0.0830593956849683
B_2,B_2,xlong,B_4,0.0,0.0007700328762173,0.0,0.438438624504015,0.0,0.262741229580753,0.0,0.0078072360807511,0.0,0.281035259172727,0.0,0.0092076177855358
B_2,B_2,xlong,B_5,0.0,0.0390717967449824,0.0001819805509067,0.364437895753008,0.0,0.375623140622783,0.0,0.0677425889064114,0.000760537998667,0.0474792000526127,0.0,0.103122650083416
B_2,B_2,xlong,B_6,0.0,0.0260806751859511,0.0,0.133894393139265,0.0,0.555429946521312,0.0,0.0091333993232078,0.0155215742928393,0.258557151160952,0.0013828603764731,0.0
B_2,B_3,short,B_2,0.0,0.009130770535541,0.0,0.0,0.0,0.981166128357748,0.0,0.0055561460405529,0.0,0.0041469550661578,0.0,0.0
B_2,B_3,long,B_1,0.0,0.0039676825498201,0.0,0.256588487963122,0.0,0.676920241261651,0.0,0.0245312179840973,0.0,0.037992370241309,0.0,0.0
B_2,B_3,long,B_3,0.0,0.28141460076864,0.0,0.111937031780381,0.0,0.228429872503957,0.0,0.0271942236302521,0.0,0.290814174733711,0.0,0.0450524534377542
B_2,B_3,long,B_4,0.0,0.0375271902565902,0.0,0.200284408545614,0.0,0.680138953945499,0.0,0.0,0.0,0.0820494472522972,0.0,0.0
B_2,B_3,long,B_5,0.0,0.0015572693207456,0.0,0.255868616304718,0.0,0.729540219591306,0.0,0.0040215491419776,0.0,0.0090123456412524,0.0,0.0
B_2,B_3,long,B_6,0.0,0.0,0.0,0.0506713668344692,0.0,0.900675949393335,0.0,0.0,0.0,0.0486526837721964,0.0,0.0
B_2,B_3,medium,B_1,0.0,0.004877772959254,0.0,0.0203246913117648,0.0,0.95237213917181,0.0,0.0224253965571713,0.0,0.0,0.0,0.0
B_2,B_3,medium,B_2,0.0,0.0677614851607872,0.0,0.0041468856042448,0.0,0.789692326294308,0.0,0.0222172311106188,0.0,0.113957499594642,0.0,0.0022245722353992
B_2,B_3,medium,B_3,0.0,0.470221820542234,0.0,0.350032075920756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_3,medium,B_4,0.0,0.357602375473706,0.0,0.0,0.0,0.642397624526294,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_3,medium,B_5,0.0,0.226212302136228,0.0,0.0709609554787829,0.0,0.702826742384989,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_3,medium,B_6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_3,long,B_2,0.0,0.0693984411614395,0.0,0.0541427631148536,0.0,0.701003642890565,0.0,0.0180937620298896,0.0,0.147515096102332,0.0,0.0098462947009207
B_2,B_4,xlong,A_3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
B_2,B_6,xlong,B_2,0.0,0.0708851212225484,0.0,0.070702398253759,0.0,0.318066228645343,0.0,0.0118541775300442,0.0,0.299608973169184,0.0,0.228883101179121
B_2,B_4,xlong,B_1,0.0,0.0,0.0,0.300457424236582,0.0,0.352324262600678,0.0,0.223214938061276,0.0,0.124003375101464,0.0,0.0
B_2,B_5,xlong,B_3,0.0,0.0958797725547963,0.0,0.338795615568187,0.0,0.152986134874075,0.0,0.0204494940181003,0.0129284623120729,0.293743067113308,0.0,0.0784936734882167
B_2,B_5,xlong,B_4,0.0,0.0030114769090806,0.0,0.258062832868804,0.0,0.242630109933276,0.0,0.004592530069558,0.0152082715372287,0.397174812555517,0.0,0.0793199661265347
B_2,B_5,xlong,B_5,0.0,0.0469730451881433,0.0,0.143379126576843,0.0,0.306988313374448,0.0,0.0658398061946449,0.0,0.0556823735802301,0.0,0.346102941099427
B_2,B_5,xlong,B_6,0.0,0.0071634178999059,0.0,0.146729547993348,0.0,0.275418499180346,0.0,0.0224934465974501,0.0008384037736158,0.547356684555335,0.0,0.0
B_2,B_6,long,B_1,0.0,0.0,0.0,0.0842951495867779,0.0,0.612024919851947,0.0,0.0,0.0,0.0393261624712045,0.0,0.264353768090071
B_2,B_6,long,B_2,0.0,0.207456846708949,0.0,0.0341543964568881,0.0,0.0662688262337584,0.0,0.000777544603657,0.0,0.213667283226918,0.0,0.47767510276983
B_2,B_6,long,B_3,0.0,0.0564841779606125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065901928983682,0.0,0.936925629141019
B_2,B_6,long,B_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B_2,B_6,long,B_5,0.0,0.0752437415291221,0.0,0.0061939470785468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918562311392331
B_2,B_6,long,B_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_5,xlong,B_2,0.0,0.0821972123937664,0.0,0.0720371370170661,0.0,0.429916118035373,0.0,0.024345764048831,0.0,0.34464943957338,0.0,0.0461712191889311
B_2,B_6,medium,B_2,0.0,0.0,0.0,0.0,0.0,0.829869999967902,0.0,0.0,0.0,0.0,0.0,0.170130000032098
B_2,B_6,medium,B_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_6,short,B_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B_2,B_6,short,B_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_6,xlong,A_5,0.0,0.0,0.0,0.0,0.0,0.160443160095339,0.0,0.0,0.160443160095339,0.0,0.339556839904661,0.339556839904661
B_2,B_6,xlong,A_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B_2,B_6,xlong,B_1,0.0,0.0,0.0,0.444526362117477,0.0,0.388459710649297,0.0,0.0,0.0,0.144785791299055,0.0,0.0222281359341712
B_2,B_2,xlong,A_2,0.083824006283975,0.0,0.461619202722645,0.0,0.3747611285895,0.0,0.0545398895626182,0.0,0.0252557728412614,0.0,0.0,0.0
B_2,B_6,xlong,B_4,0.0,0.0,0.0,0.118514985307593,0.0,0.157991535483879,0.0,0.0,0.0,0.157604148409101,0.0,0.565889330799427
B_2,B_6,xlong,B_5,0.0,0.0282813253705821,0.0,0.235902995726994,0.0,0.218712380365398,0.0,0.0142594296725384,0.0107385801458815,0.113908381321492,0.0,0.364179026126533
B_2,B_6,xlong,B_6,0.0,0.0,0.0,0.0926243628576033,0.0,0.854850403340781,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_6,medium,B_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B_2,B_5,xlong,B_1,0.0,0.0,0.0,0.301720858101355,0.0,0.520124222320019,0.0,0.0123151455066321,0.0,0.159975430960175,0.0,0.005864343111818
B_2,B_5,xlong,A_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B_2,B_5,xlong,A_5,0.0,0.0,0.0,0.283857324939759,0.336292206045541,0.0,0.0,0.0,0.0,0.371116333383787,0.0087341356309132,0.0
B_2,B_4,xlong,B_2,0.0,0.105642602708805,0.0,0.0796423620721166,0.0,0.349712951376662,0.0,0.25719538865033,0.0,0.196887288586323,0.0,0.0109194066057638
B_2,B_4,xlong,B_3,0.0,0.107745894457157,0.0248264004665734,0.268236802161784,0.0,0.204861928960967,0.0,0.0933970308441665,0.0,0.181886543751374,0.0,0.117942688849222
B_2,B_4,xlong,B_4,0.0,0.0,0.0,0.25113523161466,0.0,0.433835699219196,0.0,0.0,0.0,0.290112707277973,0.0,0.0
B_2,B_4,xlong,B_5,0.0,0.0698432945987748,0.0,0.157504229983604,0.0,0.358243941044451,0.0,0.333294517671882,0.0,0.0603852363637023,0.0,0.0082604880707475
B_2,B_4,xlong,B_6,0.0,0.0,0.0,0.0410157683554289,0.0,0.958984231644571,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_5,long,B_1,0.0,0.0,0.0,0.332803763921085,0.0,0.227218094553689,0.0,0.0035324235041067,0.0,0.426225606513451,0.0,0.0102201115076675
B_2,B_5,long,B_2,0.0,0.0353472181262471,0.0,0.0668152162466916,0.0,0.252056054302803,0.0,0.0199094530590296,0.0,0.595011636198806,0.0,0.0308604220664227
B_2,B_5,long,B_3,0.0,0.0442066743780576,0.0,0.251018081697664,0.0,0.0248972432940674,0.0,0.0129659068973836,0.0,0.663104544494276,0.0,0.0038075492385518
B_2,B_5,long,B_4,0.0,0.0,0.0,0.111377269619413,0.0,0.151548602961678,0.0,0.0,0.0,0.737074127418909,0.0,0.0
B_2,B_5,long,B_5,0.0,0.0161204100226547,0.0,0.295899418856368,0.0,0.31647491303657,0.0,0.0327326091513035,0.0,0.147695159455835,0.0,0.0
B_2,B_5,long,B_6,0.0,0.0981756304667521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901824369533248,0.0,0.0
B_2,B_5,medium,B_1,0.0,0.0429036907431849,0.0,0.0342081809301337,0.0,0.0357366245153333,0.0,0.0,0.0,0.887151503811348,0.0,0.0
B_2,B_5,medium,B_2,0.0,0.0054244373017116,0.0,0.0169147937153499,0.0,0.0991772960624575,0.0,0.0672718749158252,0.0,0.811211598004656,0.0,0.0
B_2,B_5,medium,B_3,0.0,0.0358875883735103,0.0,0.119801633558318,0.0,0.0,0.0,0.0,0.0,0.844310778068172,0.0,0.0
B_2,B_5,medium,B_4,0.0,0.0267787032533046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973221296746696,0.0,0.0
B_2,B_5,medium,B_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643251048083769,0.0,0.0
B_2,B_5,short,B_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273483343238775,0.0,0.972651665676122,0.0,0.0
B_2,B_5,short,B_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B_2,B_5,short,B_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_5,xlong,A_1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_5,xlong,A_2,0.333333333333333,0.0,0.166666666666667,0.0,0.333333333333333,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0
B_2,B_5,xlong,A_3,0.0,0.0,0.0730234555464551,0.0,0.109535183319683,0.0,0.0365117277732276,0.0,0.780929633360635,0.0,0.0,0.0
B_2,B_5,xlong,A_4,0.0,0.0,0.333333333333333,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0
B_2,B_4,xlong,A_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B_2,B_2,xlong,A_1,0.306825541137663,0.0,0.693174458862337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,B_6,xlong,B_3,0.0,0.155801114510103,0.0,0.129747863627721,0.0,0.141523206726409,0.0,0.011052300874234,0.0,0.192022817997313,0.0,0.369117632654549
B_2,B_2,medium,B_6,0.0,0.90588874605448,0.0,0.0941112539455203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,A_3,xlong,A_3,0.132626382838643,0.0,0.10376342479351,0.0,0.407153773201863,0.0,0.120715787531941,0.0,0.233231563752893,0.0,0.00129144980564,0.0
B_2,A_3,xlong,A_4,0.0037730621881152,0.0,0.489522276508452,0.0,0.126871900707152,0.0,0.0777066271487024,0.0,0.302126133447579,0.0,0.0,0.0
B_2,A_3,xlong,A_5,0.158672098673652,0.0,0.46846561624439,0.0,0.167654651784113,0.0,0.148607972599122,0.0,0.0,0.0,0.0565996606987225,0.0
B_2,A_3,xlong,A_6,0.0092329046208669,0.0,0.406869490193137,0.0,0.0294158010082135,0.0,0.554481804177783,0.0,0.0,0.0,0.0,0.0
B_2,A_3,xlong,B_1,0.0,0.0,0.0,0.190937792366771,0.0,0.699631874849965,0.0,0.0,0.0,0.109430332783264,0.0,0.0
B_2,A_3,xlong,B_2,0.0,0.0697552381060537,0.0,0.0841199123658801,0.0,0.427815565248757,0.0,0.13482202711995,0.0,0.251788120724253,0.0,0.0316991364351062
B_2,A_3,xlong,B_3,0.0,0.0582586315611953,0.0552146493528069,0.162186592461533,0.0,0.180686228221089,0.0,0.159374452980965,0.0650318948912564,0.236517258176139,0.0,0.0340959241740089
B_2,A_3,xlong,B_4,0.0,0.0,0.0,0.0172805336249486,0.0,0.338547529624418,0.0,0.0,0.0102538196810158,0.53880634596207,0.0,0.0951117711075477
B_2,A_3,xlong,B_5,0.0399001447605539,0.0089653190720643,0.0061511129824437,0.0528003534975219,0.0,0.57407170749109,0.0,0.0238264438009786,0.232114897885957,0.0129536422996186,0.0254764761280153,0.0208924216485575
B_2,A_3,xlong,B_6,0.0,0.0,0.0,0.0053452215929162,0.0,0.721001964009959,0.0,0.0,0.0,0.259949141461333,0.0137036729357918,0.0
B_2,A_3,xlong,A_2,0.180209346311527,0.0,0.195635679684905,0.0,0.550330201649764,0.0,0.0,0.0,0.0732799363610369,0.0,0.0005448359927674,0.0
B_2,A_4,xlong,A_1,0.043129488575035,0.0,0.566303641624305,0.0,0.390566869800661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,A_4,xlong,A_3,0.0203081347921668,0.0,0.0922232525001667,0.0,0.0686881845968314,0.0,0.428968039673686,0.0,0.389812388437149,0.0,0.0,0.0
