TimePeriodID,PopulationGroupTypeID,TripPurposeID,TripGenerationRatePerHour
9,HighIncome,leisure,0.0707185184818038
12,HighIncome,home,0.0606801866913359
11,HighIncome,work,0.0262910813194063
12,HighIncome,leisure,0.113634259398067
21,HighIncome,home,0.0478228226766446
7,HighIncome,work,0.0767512611449211
11,HighIncome,home,0.0482944580577125
22,HighIncome,home,0.0296816162043167
10,HighIncome,home,0.0413606307961429
15,HighIncome,leisure,0.0892007888065064
7,HighIncome,school,0.0650235676687739
6,HighIncome,home,0.0105956569545319
15,HighIncome,home,0.105403039911216
5,HighIncome,work,0.0235449327937339
7,HighIncome,other,0.0590405183710253
7,HighIncome,leisure,0.031933440793821
14,HighIncome,leisure,0.0818740942423297
17,HighIncome,other,0.0264509024727249
6,HighIncome,work,0.0512935985122059
7,HighIncome,home,0.0278057072128948
9,HighIncome,home,0.02802738917519
9,HighIncome,work,0.0375709195445812
14,HighIncome,home,0.0789780003796335
11,HighIncome,school,0.00724789344568723
21,HighIncome,leisure,0.0165696012123559
1,HighIncome,other,0.000387682268254514
8,HighIncome,leisure,0.0400196200882261
14,HighIncome,work,0.0203828457564613
1,HighIncome,home,0.00486374940627661
8,HighIncome,home,0.0266606352920303
15,HighIncome,other,0.0279202593941741
10,HighIncome,other,0.00789986616188515
15,HighIncome,work,0.0118470429300799
13,HighIncome,leisure,0.0899426102215533
12,HighIncome,other,0.0131619161222384
17,HighIncome,leisure,0.0944226789295399
10,HighIncome,leisure,0.0932250591743465
14,HighIncome,other,0.0337624715819409
16,HighIncome,leisure,0.0828355905256501
20,HighIncome,home,0.0898474444234211
13,HighIncome,work,0.0353518551248309
13,HighIncome,home,0.0636325735948974
3,HighIncome,work,0.000513965410920983
0,HighIncome,home,0.0114387497366952
11,HighIncome,leisure,0.107467355550763
19,HighIncome,leisure,0.057857944862953
8,HighIncome,work,0.0721900741447505
18,HighIncome,home,0.107622092592966
18,HighIncome,leisure,0.0841900661877432
16,HighIncome,home,0.118092859378265
10,HighIncome,work,0.0236634860917211
9,HighIncome,other,0.011297481705175
6,HighIncome,other,0.0140988168018606
4,HighIncome,leisure,0.00355677020418632
8,HighIncome,school,0.0226342643474508
18,HighIncome,school,0.0084473613228955
8,HighIncome,other,0.0285672254510267
6,HighIncome,school,0.0162439347617634
5,HighIncome,leisure,0.00674355021470016
3,HighIncome,home,0.000710717284617396
16,HighIncome,work,0.00843130729471757
17,HighIncome,home,0.135342232576379
6,HighIncome,leisure,0.0199848681568669
16,HighIncome,other,0.0283838584629363
5,HighIncome,home,0.00183094321476344
13,HighIncome,other,0.0142685722454884
19,HighIncome,home,0.0830128539517459
9,HighIncome,school,0.0102921368686878
11,HighIncome,other,0.0109128774049963
12,HighIncome,work,0.0303150806841189
19,HighIncome,school,0.00202991090284625
23,HighIncome,leisure,0.00360869476631747
20,HighIncome,leisure,0.0269485030326996
19,HighIncome,other,0.00674417811029976
22,HighIncome,leisure,0.00903886484784654
11,HighIncome,medical,0.00453838324952283
2,HighIncome,home,0.00234251595296804
13,HighIncome,medical,0.00608733769742674
10,HighIncome,medical,0.00628664786530757
4,HighIncome,work,0.00675371413408616
18,HighIncome,work,0.00528945594756805
10,HighIncome,school,0.00745442011619871
17,HighIncome,school,0.00507010040213468
7,HighIncome,medical,0.00184157565469101
5,HighIncome,school,0.00154428850679603
16,HighIncome,school,0.00376750680846657
9,HighIncome,medical,0.00336155921521061
13,HighIncome,school,0.0050962647525277
5,HighIncome,other,0.00222016434492168
6,HighIncome,medical,0.00137673595327446
1,HighIncome,leisure,0.00056563379118516
20,HighIncome,other,0.00445707788177133
